time,grad_a_ox
1.1,0.085870816666675
2.1,0.03825362813401
3.1,0.064755770442502
4.1,0.050801932229007
5.1,0.043334423727956
6.1,0.039043004168302
7.1,0.036063816261323
8.1,0.033460585045878
9.1,0.031606865809965
10.1,0.030109614600129
11.1,0.028625455936836
12.1,0.027493703112559
13.1,0.026527973727254
14.1,0.025542805797132
15.1,0.02472960980231
16.1,0.02403313097309
17.1,0.023406692619363
18.1,0.022718498847298
19.1,0.022153999373847
20.1,0.02166227122144
21.1,0.021209171637643
22.1,0.02079191609543
23.1,0.020275784081057
24.1,0.019893990050599
25.1,0.019544948796149
26.1,0.019217240723771
27.1,0.018821538219354
28.1,0.018499910319901
29.1,0.018221358177749
30.1,0.017957553909189
31.1,0.017705635435991
32.1,0.017391174383626
33.1,0.017132928981495
34.1,0.016914392657337
35.1,0.016706342631644
36.1,0.016504951149896
37.1,0.016311190439131
38.1,0.016049726190002
39.1,0.015855340901591
40.1,0.015684702939859
41.1,0.015520014731594
42.1,0.015359278916837
43.1,0.015203533298174
44.1,0.014984446955248
45.1,0.014826441299041
46.1,0.014688735324626
47.1,0.01455515137267
48.1,0.014423574077504
49.1,0.014294694737686
50.1,0.014111290638224
51.1,0.013971817654343
52.1,0.013857797870465
53.1,0.013748140948281
54.1,0.013639294105722
55.1,0.013531204441423
56.1,0.013424887201435
57.1,0.013265210200414
58.1,0.013151957317532
59.1,0.013058337007835
60.1,0.012967652783356
61.1,0.012877037857845
62.1,0.012786435435795
63.1,0.012696690921298
64.1,0.012558376791467
65.1,0.012458119385785
66.1,0.012379425998489
67.1,0.012303938195584
68.1,0.012228197126346
69.1,0.012151760707046
70.1,0.012075163332843
71.1,0.011956384275854
72.1,0.011858018659164
73.1,0.011790054511539
74.1,0.011727296794449
75.1,0.011664589534689
76.1,0.011600690343507
77.1,0.011535693734321
78.1,0.011470187922565
79.1,0.01136432538437
80.1,0.011277622176232
81.1,0.0112197718024
82.1,0.011166901043348
83.1,0.011114024461005
84.1,0.011059856305624
85.1,0.011004320462127
86.1,0.01094787053231
87.1,0.010854488235145
88.1,0.010769567535518
89.1,0.010718712765396
90.1,0.010674276586847
91.1,0.010630329758029
92.1,0.010585116336078
93.1,0.010538267642953
94.1,0.010489998082069
95.1,0.010440813367585
96.1,0.01035535157209
97.1,0.010282041489406
98.1,0.010238519849804
99.1,0.010200531916929
100.1,0.01016286538332
101.1,0.01012394914194
102.1,0.010083416124941
103.1,0.010041423581424
104.1,0.00999838791618
105.1,0.0099210765767794
106.1,0.0098506055336774
107.1,0.0098120015647521
108.1,0.0097796389647586
109.1,0.0097479421474653
110.1,0.0097151439454805
111.1,0.0096807143449933
112.1,0.0096446752722713
113.1,0.0096073188400637
114.1,0.009569075995221
115.1,0.0094967042806501
116.1,0.0094378300482491
117.1,0.0094048951521072
118.1,0.0093768584598421
119.1,0.0093491513668908
120.1,0.0093203218192887
121.1,0.0092899562969522
122.1,0.0092580698718496
123.1,0.0092249187366564
124.1,0.0091908881752767
125.1,0.0091239929177211
126.1,0.0090690305969322
127.1,0.0090398471760429
128.1,0.0090156687533957
129.1,0.008991966938036
130.1,0.0089672632121697
131.1,0.0089410760570483
132.1,0.0089133688953117
133.1,0.0088843089439429
134.1,0.0088542235845775
135.1,0.0087932023031655
136.1,0.0087355852124238
137.1,0.0087084563404931
138.1,0.0086877003106525
139.1,0.0086680163117939
140.1,0.0086476120674658
141.1,0.0086258237776996
142.1,0.0086024675390667
143.1,0.008577622201491
144.1,0.0085515062617459
145.1,0.0085244098926183
146.1,0.0084669915234082
147.1,0.0084149934828702
148.1,0.0083910642643122
149.1,0.0083730058655124
150.1,0.0083559415780175
151.1,0.0083382085169109
152.1,0.0083191720054172
153.1,0.0082986480666202
154.1,0.0082766861077064
155.1,0.008253454616864
156.1,0.0082292184426037
157.1,0.008175852533076
158.1,0.0081231875905564
159.1,0.0081008870742797
160.1,0.0080851932192682
161.1,0.0080708688397452
162.1,0.0080561033635463
163.1,0.008040165359436
164.1,0.0080227970738407
165.1,0.0080039691510009
166.1,0.0079838014764638
167.1,0.0079624895877334
168.1,0.0079402999721208
169.1,0.0078892505995838
170.1,0.0078435114928578
171.1,0.0078241202171869
172.1,0.0078103775514363
173.1,0.0077977344123169
174.1,0.0077846150221034
175.1,0.007770378607357
176.1,0.0077547999647188
177.1,0.0077378522714239
178.1,0.0077196391390049
179.1,0.0077003342574997
180.1,0.0076801715216827
181.1,0.0076319620700225
182.1,0.0075873117144591
183.1,0.0075694124315537
184.1,0.0075573729776212
185.1,0.0075465996372939
186.1,0.0075354892238432
187.1,0.0075233727705232
188.1,0.0075099839993188
189.1,0.0074952688826577
190.1,0.0074792899817634
191.1,0.0074621858476924
192.1,0.0074441448553844
193.1,0.0073992143288943
194.1,0.0073504284977721
195.1,0.007332694541389
196.1,0.0073220773717058
197.1,0.0073132968696756
198.1,0.0073044943214527
199.1,0.007294866260439
200.1,0.0072840603471485
201.1,0.0072719491191206
202.1,0.007258540923202
203.1,0.0072439245932195
204.1,0.0072282433713572
205.1,0.0072116756479356
206.1,0.0071686645496092
207.1,0.0071229593474456
208.1,0.0071068139202876
209.1,0.0070974676856254
210.1,0.0070899099509296
211.1,0.0070823679880117
212.1,0.0070740756934395
213.1,0.0070646854247612
214.1,0.0070540574610498
215.1,0.0070421895984406
216.1,0.0070291490071201
217.1,0.0070150538327883
218.1,0.0070000681826844
219.1,0.0069843589323701
220.1,0.0069421667837313
221.1,0.006905677466798
222.1,0.006892374715622
223.1,0.0068842271506058
224.1,0.0068772884152004
225.1,0.0068701613669542
226.1,0.0068622481075131
227.1,0.0068532722419419
228.1,0.0068431529462613
229.1,0.006831900220395
230.1,0.0068195841028114
231.1,0.006806329693456
232.1,0.0067922612436756
233.1,0.0067527915426046
234.1,0.0067096217271367
235.1,0.0066954442170991
236.1,0.006688069756894
237.1,0.0066826241885978
238.1,0.0066773736984604
239.1,0.0066715542950709
240.1,0.0066647984291053
241.1,0.0066569379809607
242.1,0.0066479383336329
243.1,0.0066378223672671
244.1,0.0066266672510626
245.1,0.0066145978817463
246.1,0.0066017139701672
247.1,0.0065639530545811
248.1,0.0065206248064211
249.1,0.0065069710591487
250.1,0.0065003736668672
251.1,0.0064958650755782
252.1,0.0064916788429142
253.1,0.0064870249041041
254.1,0.0064815200801709
255.1,0.0064749819733501
256.1,0.0064673445613795
257.1,0.0064586187961057
258.1,0.0064488562633516
259.1,0.0064381487744772
260.1,0.0064266285409249
261.1,0.006414405399579
262.1,0.0063774365248662
263.1,0.006339977560989
264.1,0.006328214778594
265.1,0.0063224797357474
266.1,0.0063184735926369
267.1,0.0063146648344433
268.1,0.0063103692493968
269.1,0.0063052528354773
270.1,0.0062991589004169
271.1,0.0062920367691982
272.1,0.0062838952017387
273.1,0.0062747816846631
274.1,0.0062648015198517
275.1,0.0062540389002245
276.1,0.0062426123685858
277.1,0.006206861064528
278.1,0.0061706864727047
279.1,0.0061596465897343
280.1,0.0061545375395209
281.1,0.0061511682473653
282.1,0.00614804431018
283.1,0.0061444944046382
284.1,0.0061401868061216
285.1,0.0061349612089625
286.1,0.0061287558241457
287.1,0.0061215692703916
288.1,0.0061134485804659
289.1,0.0061044602343064
290.1,0.0060946866140959
291.1,0.0060842568030405
292.1,0.0060500390532282
293.1,0.0060111015977261
294.1,0.0059997308602076
295.1,0.005995008997372
296.1,0.0059923659383094
297.1,0.0059901728762617
298.1,0.0059876917967898
299.1,0.0059845503883341
300.1,0.0059805588648086
301.1,0.0059756298707686
302.1,0.0059697422867565
303.1,0.0059629163427959
304.1,0.0059552072985312
305.1,0.0059466824626346
306.1,0.0059374385645129
307.1,0.0059275789519899
308.1,0.0058941888016527
309.1,0.0058581317764519
310.1,0.0058477924941318
311.1,0.0058436398297562
312.1,0.0058414196882858
313.1,0.0058396149293225
314.1,0.0058375366273721
315.1,0.0058348358400185
316.1,0.0058313314432505
317.1,0.0058269401954198
318.1,0.005821638641569
319.1,0.0058154433544613
320.1,0.0058083983322783
321.1,0.0058005705864456
322.1,0.0057920429949586
323.1,0.005782900533757
324.1,0.0057506492802784
325.1,0.0057135133486138
326.1,0.0057031540130227
327.1,0.0056993166925628
328.1,0.0056975896608784
329.1,0.0056964002769453
330.1,0.005695031543494
331.1,0.005693116092246
332.1,0.0056904602188663
333.1,0.0056869617933089
334.1,0.0056825908541061
335.1,0.0056773377172218
336.1,0.0056712574355792
337.1,0.0056643818400878
338.1,0.0056567906249151
339.1,0.0056485613407259
340.1,0.0056397822629573
341.1,0.0056080790252668
342.1,0.0055750600265987
343.1,0.0055659882310567
344.1,0.0055626979474901
345.1,0.0055612502306855
346.1,0.0055602393822987
347.1,0.0055590240403145
348.1,0.005557274656337
349.1,0.0055548150919607
350.1,0.0055515614703507
351.1,0.0055474765402145
352.1,0.0055425713554671
353.1,0.0055368669452823
354.1,0.0055304199890472
355.1,0.0055232913101705
356.1,0.0055155543754083
357.1,0.0055072933192604
358.1,0.0054764267611573
359.1,0.0054437434914914
360.1,0.0054349514019497
361.1,0.0054319618182953
362.1,0.0054308575141577
363.1,0.0054302414265548
364.1,0.0054294733582312
365.1,0.0054282230555571
366.1,0.0054263123266777
367.1,0.0054236482524475
368.1,0.005420192955347
369.1,0.0054159461864354
370.1,0.005410918900075
371.1,0.0054051553164081
372.1,0.0053987357260321
373.1,0.0053916877224952
374.1,0.0053841104814396
375.1,0.0053543317920497
376.1,0.0053185504909293
377.1,0.0053091021381009
378.1,0.0053061640612618
379.1,0.0053054351309652
380.1,0.0053053848193719
381.1,0.005305309949227
382.1,0.0053048446193903
383.1,0.0053037856491212
384.1,0.0053020222325082
385.1,0.0052994990456142
386.1,0.0052962007528785
387.1,0.0052921349658491
388.1,0.0052873308086128
389.1,0.0052818344179945
390.1,0.0052756941632995
391.1,0.0052689830330969
392.1,0.0052617597005145
393.1,0.0052325790800125
394.1,0.005198621663878
395.1,0.005189802491064
396.1,0.0051871929152367
397.1,0.0051866972411782
398.1,0.0051868576476874
399.1,0.0051870050507853
400.1,0.0051867875225385
401.1,0.005186010944778
402.1,0.0051845672003272
403.1,0.0051824007213238
404.1,0.0051794942586121
405.1,0.0051758535021416
406.1,0.0051715012538403
407.1,0.0051664696815202
408.1,0.00516083175437
409.1,0.0051546206959303
410.1,0.005147901171917
411.1,0.0051195411419285
412.1,0.0050840200696487
413.1,0.0050748879673373
414.1,0.0050723417548739
415.1,0.0050720928263275
416.1,0.0050726177510229
417.1,0.0050732158243082
418.1,0.005073518229729
419.1,0.005073317043383
420.1,0.0050724943161385
421.1,0.005070982294374
422.1,0.0050687601483227
423.1,0.0050658210319345
424.1,0.0050621807415575
425.1,0.0050578729038407
426.1,0.0050529379188378
427.1,0.0050474189297501
428.1,0.0050413810139569
429.1,0.0050348793487369
430.1,0.0050069095751722
431.1,0.0049744371064439
432.1,0.0049662367833714
433.1,0.0049640615542417
434.1,0.0049639760820439
435.1,0.0049645814539399
436.1,0.0049652334917492
437.1,0.0049655934744736
438.1,0.0049654687841249
439.1,0.0049647499278653
440.1,0.0049633784137089
441.1,0.0049613305939451
442.1,0.0049585966439447
443.1,0.0049551987500993
444.1,0.0049511622805261
445.1,0.0049465240928097
446.1,0.0049413268223251
447.1,0.0049356347546256
448.1,0.0049294919380566
449.1,0.0049021367092235
450.1,0.0048694327080878
451.1,0.0048612473035788
452.1,0.0048591804343866
453.1,0.0048592657619637
454.1,0.004860095199874
455.1,0.0048610206211906
456.1,0.0048616987137758
457.1,0.0048619326144518
458.1,0.0048616121086931
459.1,0.0048606695575711
460.1,0.0048590783858936
461.1,0.004856829900127
462.1,0.0048539326671675
463.1,0.0048504105342779
464.1,0.0048462958534734
465.1,0.0048416255489973
466.1,0.0048364482384571
467.1,0.0048308212328583
468.1,0.0048042794274439
469.1,0.0047683167634015
470.1,0.0047592838032894
471.1,0.0047570629065908
472.1,0.0047573057081515
473.1,0.0047584720087449
474.1,0.0047598532831364
475.1,0.0047610728561129
476.1,0.004761914040939
477.1,0.0047622496491455
478.1,0.0047619998808511
479.1,0.0047611304705162
480.1,0.0047596163412498
481.1,0.0047574635603447
482.1,0.0047546908823293
483.1,0.0047513175820604
484.1,0.0047473747056247
485.1,0.0047429026710284
486.1,0.0047379541008876
487.1,0.0047325629728826
488.1,0.0047064652883625
489.1,0.0046716648010945
490.1,0.0046630123265883
491.1,0.0046609751434259
492.1,0.0046613397805145
493.1,0.0046626150331842
494.1,0.004664114047783
495.1,0.0046654723387467
496.1,0.0046664779878617
497.1,0.0046670058848389
498.1,0.004666980204974
499.1,0.0046663597597872
500.1,0.0046651262928801
